bacterium,FS10000603:2:BPC29607-1927:1:1101:4820:1010,MH151210.1,99.333,150,1,0,1,150,280,429,2.42e-69,272
Carnobacterium sp. PL12RED10,FS10000603:2:BPC29607-1927:1:1101:9910:1010,CP041943.1,98.013,151,3,0,1,151,1965482,1965332,1.47e-66,263
bacterium,FS10000603:2:BPC29607-1927:1:1101:7510:1020,MH151210.1,97.333,150,4,0,1,150,280,429,2.44e-64,255
Acinetobacter schindleri,FS10000603:2:BPC29607-1927:1:1101:12430:1030,CP030754.1,98.667,150,2,0,1,150,159267,159416,1.13e-67,267
Acinetobacter schindleri,FS10000603:2:BPC29607-1927:1:1101:12430:1030,CP030754.1,98.000,150,3,0,1,150,25364,25513,5.24e-66,261
Acinetobacter schindleri,FS10000603:2:BPC29607-1927:1:1101:12430:1030,CP030754.1,98.000,150,3,0,1,150,444277,444426,5.24e-66,261
Acinetobacter schindleri,FS10000603:2:BPC29607-1927:1:1101:12430:1030,CP030754.1,98.000,150,3,0,1,150,543887,544036,5.24e-66,261
Acinetobacter schindleri,FS10000603:2:BPC29607-1927:1:1101:12430:1030,CP030754.1,98.000,150,3,0,1,150,1343466,1343615,5.24e-66,261
Acinetobacter schindleri,FS10000603:2:BPC29607-1927:1:1101:12430:1030,CP030754.1,98.000,150,3,0,1,150,2307824,2307675,5.24e-66,261
Acinetobacter schindleri,FS10000603:2:BPC29607-1927:1:1101:12430:1030,CP030754.1,97.333,150,4,0,1,150,2923052,2922903,2.44e-64,255
Massilia haematophila,FS10000603:2:BPC29607-1927:1:1101:8880:1040,MN370036.1,100.000,148,0,0,1,148,256,403,6.61e-70,274
Acinetobacter calcoaceticus,FS10000603:2:BPC29607-1927:1:1101:12270:1040,MN327112.1,99.333,150,1,0,1,150,238,387,2.42e-69,272
Acinetobacter schindleri,FS10000603:2:BPC29607-1927:1:1101:12420:1040,CP030754.1,99.333,150,1,0,1,150,159267,159416,2.42e-69,272
Acinetobacter schindleri,FS10000603:2:BPC29607-1927:1:1101:12420:1040,CP030754.1,98.667,150,2,0,1,150,25364,25513,1.13e-67,267
Acinetobacter schindleri,FS10000603:2:BPC29607-1927:1:1101:12420:1040,CP030754.1,98.667,150,2,0,1,150,444277,444426,1.13e-67,267
Acinetobacter schindleri,FS10000603:2:BPC29607-1927:1:1101:12420:1040,CP030754.1,98.667,150,2,0,1,150,543887,544036,1.13e-67,267
Acinetobacter schindleri,FS10000603:2:BPC29607-1927:1:1101:12420:1040,CP030754.1,98.667,150,2,0,1,150,1343466,1343615,1.13e-67,267
Acinetobacter schindleri,FS10000603:2:BPC29607-1927:1:1101:12420:1040,CP030754.1,98.667,150,2,0,1,150,2307824,2307675,1.13e-67,267
Acinetobacter schindleri,FS10000603:2:BPC29607-1927:1:1101:12420:1040,CP030754.1,98.000,150,3,0,1,150,2923052,2922903,5.24e-66,261
Acinetobacter calcoaceticus,FS10000603:2:BPC29607-1927:1:1101:3600:1050,MN240417.1,99.333,150,1,0,1,150,280,429,2.42e-69,272
bacterium,FS10000603:2:BPC29607-1927:1:1101:13520:1050,MH151225.1,99.333,150,1,0,1,150,302,451,2.42e-69,272
bacterium,FS10000603:2:BPC29607-1927:1:1101:15180:1050,MH151210.1,98.667,150,2,0,1,150,280,429,1.13e-67,267
Acinetobacter schindleri,FS10000603:2:BPC29607-1927:1:1101:7310:1060,CP030754.1,98.667,150,2,0,1,150,2923052,2922903,1.13e-67,267
Acinetobacter schindleri,FS10000603:2:BPC29607-1927:1:1101:7310:1060,CP030754.1,98.000,150,3,0,1,150,25364,25513,5.24e-66,261
Acinetobacter schindleri,FS10000603:2:BPC29607-1927:1:1101:7310:1060,CP030754.1,98.000,150,3,0,1,150,444277,444426,5.24e-66,261
Acinetobacter schindleri,FS10000603:2:BPC29607-1927:1:1101:7310:1060,CP030754.1,98.000,150,3,0,1,150,543887,544036,5.24e-66,261
Acinetobacter schindleri,FS10000603:2:BPC29607-1927:1:1101:7310:1060,CP030754.1,98.000,150,3,0,1,150,1343466,1343615,5.24e-66,261
