Planococcus massiliensis,FS10000603:2:BPC29607-1927:1:1101:5790:1010,LR698965.1,98.658,149,2,0,1,149,79046,78898,4.02e-67,265
Planococcus massiliensis,FS10000603:2:BPC29607-1927:1:1101:5790:1010,LR698965.1,98.658,149,2,0,1,149,3356873,3356725,4.02e-67,265
uncultured bacterium,FS10000603:2:BPC29607-1927:1:1101:6520:1020,LR594971.1,99.333,150,1,0,1,150,1,150,2.42e-69,272
cyanobacterium cCLB-9,FS10000603:2:BPC29607-1927:1:1101:8750:1020,HQ230230.1,98.667,150,2,0,1,150,291,440,1.13e-67,267
Cyanosarcina sp. Ryu1-3,FS10000603:2:BPC29607-1927:1:1101:5850:1030,LC325263.1,99.333,150,1,0,1,150,171,320,2.42e-69,272
uncultured [Caedibacter] sp.,FS10000603:2:BPC29607-1927:1:1101:13100:1040,MF440174.1,100.000,151,0,0,1,151,1,151,1.46e-71,279
gamma proteobacterium P6,FS10000603:2:BPC29607-1927:1:1101:4550:1050,DQ460739.1,98.649,148,2,0,1,148,1,148,1.43e-66,263
uncultured Acinetobacter sp.,FS10000603:2:BPC29607-1927:1:1101:6670:1050,LC466903.1,98.667,150,2,0,1,150,311,460,1.13e-67,267
Corynebacterium sp. Marseille-P2417,FS10000603:2:BPC29607-1927:1:1101:10090:1050,LT223574.1,98.667,150,2,0,1,150,327,476,1.13e-67,267
Serratia marcescens,FS10000603:2:BPC29607-1927:1:1101:5820:1080,CP029449.1,98.675,151,2,0,1,151,2718501,2718651,3.16e-68,268
Serratia marcescens,FS10000603:2:BPC29607-1927:1:1101:5820:1080,CP029449.1,98.013,151,3,0,1,151,1775053,1774903,1.47e-66,263
Serratia marcescens,FS10000603:2:BPC29607-1927:1:1101:5820:1080,CP029449.1,98.013,151,3,0,1,151,2374512,2374362,1.47e-66,263
Serratia marcescens,FS10000603:2:BPC29607-1927:1:1101:5820:1080,CP029449.1,98.013,151,3,0,1,151,2416610,2416460,1.47e-66,263
Serratia marcescens,FS10000603:2:BPC29607-1927:1:1101:5820:1080,CP029449.1,98.013,151,3,0,1,151,2846139,2846289,1.47e-66,263
Serratia marcescens,FS10000603:2:BPC29607-1927:1:1101:5820:1080,CP029449.1,98.013,151,3,0,1,151,3106528,3106678,1.47e-66,263
Serratia marcescens,FS10000603:2:BPC29607-1927:1:1101:5820:1080,CP029449.1,98.013,151,3,0,1,151,3809896,3810046,1.47e-66,263
Paracraurococcus sp.,FS10000603:2:BPC29607-1927:1:1101:9600:1080,MH547455.1,98.013,151,3,0,1,151,286,436,1.47e-66,263
uncultured bacterium,FS10000603:2:BPC29607-1927:1:1101:13700:1080,LR594971.1,98.667,150,2,0,1,150,1,150,1.13e-67,267
uncultured Acinetobacter sp.,FS10000603:2:BPC29607-1927:1:1101:1160:1090,MN383003.1,99.333,150,1,0,1,150,301,450,2.42e-69,272
uncultured bacterium,FS10000603:2:BPC29607-1927:1:1101:1510:1100,MF439051.1,98.667,150,2,0,1,150,1,150,1.13e-67,267
Lactobacillus sp. DAT703,FS10000603:2:BPC29607-1927:1:1101:6500:1120,AB777201.1,98.675,151,2,0,1,151,336,486,3.16e-68,268
Bifidobacterium sp.,FS10000603:2:BPC29607-1927:1:1101:2190:1130,MH782114.1,98.667,150,2,0,1,150,312,461,1.13e-67,267
uncultured bacterium,FS10000603:2:BPC29607-1927:1:1101:16030:1130,LR595680.1,100.000,149,0,0,1,149,1,149,1.85e-70,276
Acinetobacter johnsonii,FS10000603:2:BPC29607-1927:1:1101:6980:1150,MN307299.1,98.667,150,2,0,1,150,310,459,1.13e-67,267
Sphingomonas sp.,FS10000603:2:BPC29607-1927:1:1101:12340:1160,MN187254.1,98.000,150,3,0,1,150,273,422,5.24e-66,261
Carnobacterium sp. PL12RED10,FS10000603:2:BPC29607-1927:1:1101:12680:1180,CP041943.1,98.026,152,2,1,1,151,1965482,1965331,1.47e-66,263
Psychrobacter faecalis,FS10000603:2:BPC29607-1927:1:1101:8220:1190,MH715049.1,100.000,148,0,0,1,148,252,399,6.61e-70,274
uncultured bacterium,FS10000603:2:BPC29607-1927:1:1101:12440:1190,MK789895.1,98.658,149,2,0,1,149,328,476,4.02e-67,265
Bacillus bataviensis,FS10000603:2:BPC29607-1927:1:1101:7290:1200,MN197932.1,98.675,151,2,0,1,151,297,447,3.16e-68,268
Aeromonas media,FS10000603:2:BPC29607-1927:1:1101:7630:1200,MN366456.1,100.000,151,0,0,1,151,294,444,1.46e-71,279
