uncultured bacterium,FS10000603:2:BPC29607-1927:1:1101:2760:1000,MH989721.1,98.667,150,2,0,1,150,2,151,1.13e-67,267
Paracoccus marcusii,FS10000603:2:BPC29607-1927:1:1101:10520:1000,MH715063.1,97.351,151,4,0,1,151,222,372,6.83e-65,257
Acinetobacter sp. MZ0386J,FS10000603:2:BPC29607-1927:1:1101:12500:1000,LR596297.1,94.667,150,8,0,1,150,275,424,1.14e-57,233
uncultured Pseudomonas sp.,FS10000603:2:BPC29607-1927:1:1101:3760:1010,MN383112.1,100.000,151,0,0,1,151,308,458,1.46e-71,279
Cellulomonas sp. I12A-02579,FS10000603:2:BPC29607-1927:1:1101:1080:1020,KR184486.1,98.667,150,2,0,1,150,242,391,1.13e-67,267
uncultured bacterium,FS10000603:2:BPC29607-1927:1:1101:4200:1020,LR594971.1,98.667,150,2,0,1,150,1,150,1.13e-67,267
uncultured bacterium,FS10000603:2:BPC29607-1927:1:1101:5900:1030,LC475276.1,98.675,151,2,0,1,151,308,458,3.16e-68,268
Carnobacterium sp. PL12RED10,FS10000603:2:BPC29607-1927:1:1101:8470:1030,CP041943.1,97.351,151,4,0,1,151,1965482,1965332,6.83e-65,257
Acinetobacter bouvetii,FS10000603:2:BPC29607-1927:1:1101:4330:1040,MN208160.1,97.987,149,2,1,1,149,299,446,6.72e-65,257
Pantoea dispersa,FS10000603:2:BPC29607-1927:1:1101:5610:1040,LC498100.1,99.333,150,1,0,1,150,314,463,2.42e-69,272
Stenotrophomonas sp.,FS10000603:2:BPC29607-1927:1:1101:9480:1050,KY056262.1,99.338,151,1,0,1,151,254,404,6.79e-70,274
Actinobacteria bacterium,FS10000603:2:BPC29607-1927:1:1101:7500:1060,MK589784.1,98.667,150,2,0,1,150,253,402,1.13e-67,267
uncultured Acinetobacter sp.,FS10000603:2:BPC29607-1927:1:1101:9240:1080,MN383003.1,98.667,150,2,0,1,150,301,450,1.13e-67,267
Enterobacter sp.,FS10000603:2:BPC29607-1927:1:1101:3980:1100,MK318779.1,98.675,151,2,0,1,151,282,432,3.16e-68,268
